question,answer,context
Write two disadvantages of Nuclear Energy. ,(i) Used for production and proliferation of nuclear weapons. (ii) Its generation is very expensive.,"The major hazard of nuclear power generation is the storage and disposal of spent or used fuels – the uranium still decaying into harmful subatomic particles (radiations). Improper nuclear-waste storage and disposal result in environmental contamination. Further, there is a risk of accidental leakage of nuclear radiation. The high cost of installation of a nuclear power plant, high risk of environmental contamination and limited availability of uranium makes large-scale use of nuclear energy prohibitive. Nuclear energy was first used for destructive purposes before nuclear power stations were designed. The fundamental physics of the fission chain reaction in a nuclear weapon is similar to the physics of a controlled nuclear reactor, but the two types of device are engineered quite differently.
 Nuclear fusion Currently all commercial nuclear reactors are based on nuclear fission. But there is another possibility of nuclear energy generation by a safer process called nuclear fusion. Fusion means joining lighter nuclei to make a heavier nucleus, most commonly hydrogen or hydrogen isotopes to create helium, such as 2 H + 2H → 3He (+ n) It releases a tremendous amount of energy, according to the Einstein equation, as the mass of the product is little less than the sum of the masses of the original individual nuclei. Such nuclear fusion reactions are the source of energy in the Sun and other stars. It takes considerable energy to force the nuclei to fuse. The conditions needed for this process are extreme – millions of degrees of temperature and millions of pascals of pressure. The hydrogen bomb is based on thermonuclear fusion reaction. A nuclear bomb based on the fission of uranium or plutonium is placed at the core of the hydrogen bomb. This nuclear bomb is embedded in a substance which contains deuterium and lithium. When the nuclear bomb (based on fission) is detonated, the temperature of this substance is raised to 107 K in a few microseconds. The high temperature generates sufficient energy for the light nuclei to fuse and a devastating amount of energy is released.
 "
Name the two major components present in the left-over slurry of a biogas plant. ,Nitrogen and phosphorus.,"Nitrogen (N)
 "
Name an efficient fuel obtained from cowdung and other animal and plant wastes. Also mention its main constituents. ,"Biogas, methane.","Methane
 "
Write the sequence of events taking place in a biogas plant. ,Slurry fed into digester → decomposition of biomass → production of gases to be used as a fuel.,"The plant has a dome-like structure built with bricks. A slurry of cow-dung and water is made in the mixing tank from where it is fed into the digester. The digester is a sealed chamber in which there is no oxygen. Anaerobic micro-organisms that do not require oxygen decompose or break down complex compounds of the cow-dung slurry. It takes a few days for the decomposition process to be complete and generate gases like methane, carbon dioxide, hydrogen and hydrogen sulphide. The bio-gas is Figure 14.4 stored in the gas tank above the digester from which Schematic diagram of a bio-gas plant they are drawn through pipes for use. Bio-gas is an excellent fuel as it contains up to 75% methane. It burns without smoke, leaves no residue like ash in wood, charcoal and coal burning. Its heating capacity is high. Bio-gas is also used for lighting. The slurry left behind is removed periodically and used as excellent manure, rich in nitrogen and phosphorous. The large-scale utilisation of bio-waste and sewage material provides a safe and efficient method of waste-disposal besides supplying energy and manure. Do you think that bio-mass is a renewable source of energy?
 "
Name two combustible components of biogas. ,Methane and hydrogen are two combustible components of biogas.,"Methane
 "
What are hot spots inside earth’s crust ? ,Hot spots are placed within the mantle where rocks melt to generate magma.,"Light a bunsen burner and adjust the air hole at the base to get different types of flames/presence of smoke. When do you get a yellow, sooty flame? When do you get a blue flame?
 Saturated hydrocarbons will generally give a clean flame while unsaturated carbon compounds will give a yellow flame with lots of black smoke. This results in a sooty deposit on the metal plate in Activity 4.3. However, limiting the supply of air results in incomplete combustion of even saturated hydrocarbons giving a sooty flame. The gas/kerosene stove used at home has inlets for air so that a sufficiently oxygen-rich
 14.3.3 Geothermal Energy Due to geological changes, molten rocks formed in the deeper hot regions of earth’s crust are pushed upward and trapped in certain regions called ‘hot spots’. When underground water comes in contact with the hot spot, steam is generated. Sometimes hot water from that region finds outlets at the surface. Such outlets are known as hot springs. The steam trapped in rocks is routed through a pipe to a turbine and used to generate electricity. The cost of production would not be much, but there are very few commercially viable sites where such energy can be exploited. There are number of power plants based on geothermal energy operational in New Zealand and United States of America.
 "
Describe the areas where acid rains are most likely expected.,Acid rains are most likely expected in industrial areas where there is emission of oxides of nitrogen and sulphur.,"Now write and balance the equation for the above reaction. Since metallic oxides react with acids to give salts and water, similar to the reaction of a base with an acid, metallic oxides are said to be basic oxides.
 2.1.6 Reaction of a Non-metallic Oxide with Base You saw the reaction between carbon dioxide and calcium hydroxide (lime water) in Activity 2.5. Calcium hydroxide, which is a base, reacts with carbon dioxide to produce a salt and water. Since this is similar to the reaction between a base and an acid, we can conclude that nonmetallic oxides are acidic in nature.
 After the above activity, would you be very surprised to learn that regions of water scarcity are closely correlated to the regions of acute poverty? A study of rainfall patterns does not reveal the whole truth behind the water availability in various regions in India. Rains in India are largely due to the monsoons. This means that most of the rain falls in a few months of the year. Despite nature’s monsoon bounty, failure to sustain water availability underground has resulted largely from the loss of vegetation cover, diversion for high water demanding crops, and pollution from industrial effluents and urban wastes. Irrigation methods like dams, tanks and canals have been used in various parts of India since ancient times. These were generally local interventions managed by local people and assured that the basic minimum requirements for both agriculture and daily needs were met throughout the year. The use of this stored
 "
Biogas is also known as gobar gas. Justify. ,Biogas is made up of waste products mainly gobar (cowdung). So it is known as gobar gas.,"14.2.4 Improvements in the Technology for using Conventional Sources of Energy Bio-Mass We mentioned earlier that wood has been used as a fuel for a long time. If we can ensure that enough trees are planted, a continuous supply of fire-wood can be assured. You must also be familiar with the use of cow-dung cakes as a fuel. Given the large live-stock population in India, this can also assure us a steady source of fuel. Since these fuels are plant and animal products, the source of these fuels is said to be bio-mass. These fuels, however, do not produce much heat on burning and a lot of smoke is given out when they are burnt. Therefore, technological inputs to improve the efficiency of these fuels are necessary. When wood is burnt in a limited supply of oxygen, water and volatile materials present in it get removed and charcoal is left behind as the residue. Charcoal burns without flames, is comparatively smokeless and has a higher heat generation efficiency. Similarly, cow-dung, various plant materials like the residue after harvesting the crops, vegetable waste and sewage are decomposed in the absence of oxygen to give bio-gas. Since the starting material is mainly cow-dung, it is popularly known as ‘gobar-gas’. Bio-gas is produced in a plant as shown in Fig. 14.4.
 "
"What is Ozone ? [Board Term II, Set (2022), 2012]","Ozone is a molecule formed by three atoms of oxygen, which shields the surface of the earth from ultraviolet radiations. ","15.2.1 Ozone Layer and How it is Getting Depleted Ozone (O3) is a molecule formed by three atoms of oxygen. While O2, which we normally refer to as oxygen, is essential for all aerobic forms of life. Ozone, is a deadly poison. However, at the higher levels of the atmosphere, ozone performs an essential function. It shields the surface of the earth from ultraviolet (UV) radiation from the Sun. This radiation
 is highly damaging to organisms, for example, it is known to cause skin cancer in human beings. Ozone at the higher levels of the atmosphere is a product of UV radiation acting on oxygen (O2) molecule. The higher energy UV radiations split apart some moleculer oxygen (O2) into free oxygen (O) atoms. These atoms then combine with the molecular oxygen to form ozone as shown— UV O2  →O+O
 O + O2 → O3 ( Ozone)
 "
State the essential function performed by Ozone at the higher levels of the atmosphere. ,It shields the surface of the earth from ultraviolet (UV) radiation from the sun. (),"is highly damaging to organisms, for example, it is known to cause skin cancer in human beings. Ozone at the higher levels of the atmosphere is a product of UV radiation acting on oxygen (O2) molecule. The higher energy UV radiations split apart some moleculer oxygen (O2) into free oxygen (O) atoms. These atoms then combine with the molecular oxygen to form ozone as shown— UV O2  →O+O
 "
Why is ozone layer getting depleted at the higher levels of the atmosphere ? ,Ozone layer is getting depleted at the higher levels of the atmosphere due to effect of chlorofluorocarbons (CFCs) which are used as refrigerants and in fire extinguishers.,"The amount of ozone in the atmosphere began to drop sharply in the 1980s. This decrease has been linked to synthetic chemicals like chlorofluorocarbons (CFCs) which are used as refrigerants and in fire extinguishers. In 1987, the United Nations Environment Programme (UNEP) succeeded in forging an agreement to freeze CFC production at 1986 levels. It is now mandatory for all the manufacturing companies to make CFC-free refrigerators throughout the world.
 "
Name the chemical compound which depletes ozone layer. ,"When CFC’S reach upper layers of the atmosphere, they cause depletion of ozone layer, and allow harmful UV radiations to reach the surface of the earth to create health hazards. ","is highly damaging to organisms, for example, it is known to cause skin cancer in human beings. Ozone at the higher levels of the atmosphere is a product of UV radiation acting on oxygen (O2) molecule. The higher energy UV radiations split apart some moleculer oxygen (O2) into free oxygen (O) atoms. These atoms then combine with the molecular oxygen to form ozone as shown— UV O2  →O+O
 O + O2 → O3 ( Ozone)
 The amount of ozone in the atmosphere began to drop sharply in the 1980s. This decrease has been linked to synthetic chemicals like chlorofluorocarbons (CFCs) which are used as refrigerants and in fire extinguishers. In 1987, the United Nations Environment Programme (UNEP) succeeded in forging an agreement to freeze CFC production at 1986 levels. It is now mandatory for all the manufacturing companies to make CFC-free refrigerators throughout the world.
 The amount of ozone in the atmosphere began to drop sharply in the 1980s. This decrease has been linked to synthetic chemicals like chlorofluorocarbons (CFCs) which are used as refrigerants and in fire extinguishers. In 1987, the United Nations Environment Programme (UNEP) succeeded in forging an agreement to freeze CFC production at 1986 levels. It is now mandatory for all the manufacturing companies to make CFC-free refrigerators throughout the world.
 Activity 15.4 n n
 Find out from the library, internet or newspaper reports, which chemicals are responsible for the depletion of the ozone layer. Find out if the regulations put in place to control the emission of these chemicals have succeeded in reducing the damage to the ozone layer. Has the size of the hole in the ozone layer changed in recent years?
 The use of chemicals like CFCs has endangered the ozone layer. Since the ozone layer protects against the ultraviolet radiation from the Sun, this could damage the environment.
 "
The depletion of ozone layer is a cause of concern. Why ? ,Ultraviolet rays from the sun penetrate down the earth and cause health hazards/skin cancer in human being.  1,"is highly damaging to organisms, for example, it is known to cause skin cancer in human beings. Ozone at the higher levels of the atmosphere is a product of UV radiation acting on oxygen (O2) molecule. The higher energy UV radiations split apart some moleculer oxygen (O2) into free oxygen (O) atoms. These atoms then combine with the molecular oxygen to form ozone as shown— UV O2  →O+O
 Human activities have an impact on the environment.
 n
 The use of chemicals like CFCs has endangered the ozone layer. Since the ozone layer protects against the ultraviolet radiation from the Sun, this could damage the environment.
 "
What is the function of ozone in the upper,Ozone layer protects the earth from harmful radiations like high energy ultraviolet radiations from passing through it. ,"is highly damaging to organisms, for example, it is known to cause skin cancer in human beings. Ozone at the higher levels of the atmosphere is a product of UV radiation acting on oxygen (O2) molecule. The higher energy UV radiations split apart some moleculer oxygen (O2) into free oxygen (O) atoms. These atoms then combine with the molecular oxygen to form ozone as shown— UV O2  →O+O
 "
Which chemical is used in fire extinguishers ? How it is harmful ? ,Chlorofluorocarbons It depletes ozone layer. ,"is highly damaging to organisms, for example, it is known to cause skin cancer in human beings. Ozone at the higher levels of the atmosphere is a product of UV radiation acting on oxygen (O2) molecule. The higher energy UV radiations split apart some moleculer oxygen (O2) into free oxygen (O) atoms. These atoms then combine with the molecular oxygen to form ozone as shown— UV O2  →O+O
 O + O2 → O3 ( Ozone)
 The amount of ozone in the atmosphere began to drop sharply in the 1980s. This decrease has been linked to synthetic chemicals like chlorofluorocarbons (CFCs) which are used as refrigerants and in fire extinguishers. In 1987, the United Nations Environment Programme (UNEP) succeeded in forging an agreement to freeze CFC production at 1986 levels. It is now mandatory for all the manufacturing companies to make CFC-free refrigerators throughout the world.
 The amount of ozone in the atmosphere began to drop sharply in the 1980s. This decrease has been linked to synthetic chemicals like chlorofluorocarbons (CFCs) which are used as refrigerants and in fire extinguishers. In 1987, the United Nations Environment Programme (UNEP) succeeded in forging an agreement to freeze CFC production at 1986 levels. It is now mandatory for all the manufacturing companies to make CFC-free refrigerators throughout the world.
 "
What is biodegradable substance ? ,Substances that can be broken down by microorganisms in natural simple harmless substances. 1,"We have seen in the chapter on ‘Life Processes’ that the food we eat is digested by various enzymes in our body. Have you ever wondered why the same enzyme does not break-down everything we eat? Enzymes are specific in their action, specific enzymes are needed for the break-down of a particular substance. That is why we will not get any energy if we try to eat coal! Because of this, many human-made materials like plastics will not be broken down by the action of bacteria or other saprophytes. These materials will be acted upon by physical processes like heat and pressure, but under the ambient conditions found in our environment, these persist for a long time. Substances that are broken down by biological processes are said to be biodegradable. How many of the substances you buried were biodegradable? Substances that are not broken down in this manner are said to be non-biodegradable. These substances may be inert and simply persist in the environment for a long time or may harm the various members of the eco-system.
 "
Why are some substance non–biodegradable ? ,Some substances are non-biodegradable because they cannot be broken down into simpler harmless substance in nature.,"Why are some substances biodegradable and some non-biodegradable?
 "
Why should biodegradable and nonbiodegradable wastes be discarded in two different dustbins ? ,Hawk. Biomagnification. ,"Why is it necessary to separate oxygenated and deoxygenated blood in mammals and birds?
 "
Which disease is caused in human beings due to depletion of ozone layer in the atmosphere ? ,Skin cancer is caused in human being due to depletion of ozone layer in the atmosphere.,"is highly damaging to organisms, for example, it is known to cause skin cancer in human beings. Ozone at the higher levels of the atmosphere is a product of UV radiation acting on oxygen (O2) molecule. The higher energy UV radiations split apart some moleculer oxygen (O2) into free oxygen (O) atoms. These atoms then combine with the molecular oxygen to form ozone as shown— UV O2  →O+O
 "
"List two non-biodegradable wastes generated daily in kitchen which can be recycled. [Board Term II, Set (67004), 2012]",Polythene bags and plastic containers.  Separation should be done actually to save our resources for future benefits and to save our environment from pollution. Q.18. Mention one negative effect of our affluent life,"We need not feel powerless or overwhelmed by the scale of the problems because there are many things we can do to make a difference. You must have come across the five R’s to save the environment: Refuse, Reduce, Reuse, Repurpose and Recycle. What do they refer to? Refuse:
 This means to say No to things people offer you that you don’t need. Refuse to buy products that can harm you and the environment, say No to single-use plastic carry bags.
 This means that you collect plastic, paper, glass and metal items and recycle these materials to make required things instead of synthesising or extracting fresh plastic, paper, glass or metal. In order to recycle, we first need to segregate our wastes so that the material that can be recycled is not dumped along with other wastes. Does your village/town/ city have a mechanism in place for recycling these materials?
 "
What happens during the first step of ozone  ,Oxygen in the presence of ultraviolet rays splits oxygen molecule into two oxygen atoms. ,"is highly damaging to organisms, for example, it is known to cause skin cancer in human beings. Ozone at the higher levels of the atmosphere is a product of UV radiation acting on oxygen (O2) molecule. The higher energy UV radiations split apart some moleculer oxygen (O2) into free oxygen (O) atoms. These atoms then combine with the molecular oxygen to form ozone as shown— UV O2  →O+O
 Figure 4.2 Single bond between two hydrogen atoms
 Figure 4.3 Double bond between two oxygen atoms
 "
Write the full name of the group of compounds mainly responsible for the depletion of ozone layer. ,Chlorofluorocarbons. style on the environment.,"Our Environment
 "
"State a way to prevent accumulation of harmful chemicals in our bodies. [Board Term II, Set (67004), 2012]",To minimize the use of chemicals / pesticides in agriculture.  1,"Find out from the library, internet or newspaper reports, which chemicals are responsible for the depletion of the ozone layer. Find out if the regulations put in place to control the emission of these chemicals have succeeded in reducing the damage to the ozone layer. Has the size of the hole in the ozone layer changed in recent years?
 Give any two ways in which biodegradable substances would affect the environment.
 3.
 Give any two ways in which non-biodegradable substances would affect the environment.
 "
Why is excessive use of CFCs a cause of concern?  ,Carbon monoxide.,"Carbon disulphide
 "
What is meant by magnetic field ?  ,The region surrounding a magnet in which the force of the magnet can be detected is said to be its magnetic field. ,"A magnetic field exists in the region surrounding a magnet, in which the force of the magnet can be detected.
 "
Define magnetic field of bar magnet. ,Magnetic field around the bar magnet is the region in which magnetic force due to bar magnet can be experienced.,"Figure 13.4 Field lines around a bar magnet
 Magnetic field is a quantity that has both direction and magnitude. The direction of the magnetic field is taken to be the direction in which a north pole of the compass needle moves inside it. Therefore it is taken by convention that the field lines emerge from north pole and merge at the south pole (note the arrows marked on the field lines in Fig. 13.4). Inside the magnet, the direction of field lines is from its south pole to its north pole. Thus the magnetic field lines are closed curves. The relative strength of the magnetic field is shown by the degree of closeness of the field lines. The field is stronger, that is, the force acting on the pole of another magnet placed is greater where the field lines are crowded (see Fig. 13.4). No two field-lines are found to cross each other. If they did, it would mean that at the point of intersection, the compass needle would point towards two directions, which is not possible.
 A magnetic field exists in the region surrounding a magnet, in which the force of the magnet can be detected.
 "
What is the direction of the magnetic field lines inside a bar magnet ? ,Inside a bar magnet is South to North.,"Mark the position of two ends of the needle. Now move the needle to a new position such that its south pole occupies the position previously occupied by its north pole. In this way, proceed step by step till you reach the south pole of the magnet as shown in Fig. 13.3. Join the points marked on the paper by a smooth curve. This curve represents a field line. Repeat the above procedure and draw as many lines as you can. You will get a pattern shown in Fig. 13.4. These lines represent the magnetic field around the magnet. These are known as magnetic field lines. Observe the deflection in the compass needle as you move it along a field line. The deflection increases as the needle is moved towards the poles.
 Figure 13.3 Drawing a magnetic field line with the help of a compass needle
 Figure 13.4 Field lines around a bar magnet
 Figure 13.4 Field lines around a bar magnet
 "
What is the direction of the magnetic field lines outside a bar magnet ? ,Outside a bar magnet is North to South.,"Figure 13.4 Field lines around a bar magnet
 "
"Define the term ‘induced current’. [Board Term I, Set (57) 2012]",It is the electric current which originates in a conductor by use of fluctuating magnetic field around the conductor.,"A stream of electrons moving through a conductor constitutes an electric current. Conventionally, the direction of current is taken opposite to the direction of flow of electrons.
 A current-carrying conductor when placed in a magnetic field experiences a force. If the direction of the field and that of the current are mutually perpendicular to each other, then the force acting on the conductor will be perpendicular to both and will be given by Fleming’s left-hand rule. This is the basis of an electric motor. An electric motor is a device that converts electric energy into mechanical energy.
 n
 The phenomenon of electromagnetic induction is the production of induced current in a coil placed in a region where the magnetic field changes with time. The magnetic field may change due to a relative motion between the coil and a magnet placed near to the coil. If the coil is placed near to a current-carrying conductor, the magnetic field may change either due to a change in the current through the conductor or due to the relative motion between the coil and conductor. The direction of the induced current is given by the Fleming’s right-hand rule.
 "
Why are magnetic field lines more crowded towards the pole of a magnet ?  (),This indicates that the magnetic field in that region is strong. ,"A magnetic field exists in the region surrounding a magnet, in which the force of the magnet can be detected.
 "
Why does a compass needle show deflection when brought near a current carrying conductor ? ,Due to production of magnetic field around the current carrying conductor. ,"Magnetic Effects of Electric Current
 "
Why does two magnetic field lines not intersect ? ,"Magnetic field lines never intersect because for intersection there must be two north directions at a point, which is not possible.","Why don’t two magnetic field lines intersect each other?
 "
"When a current carrying conductor is kept in a magnetic field, state the position when maximum force acts on it. ",The force experienced by a current carrying conductor placed in a magnetic field is the maximum when conductor is kept perpendicular to the direction of the magnetic field.,"A current-carrying conductor when placed in a magnetic field experiences a force. If the direction of the field and that of the current are mutually perpendicular to each other, then the force acting on the conductor will be perpendicular to both and will be given by Fleming’s left-hand rule. This is the basis of an electric motor. An electric motor is a device that converts electric energy into mechanical energy.
 "
"List two sources of magnetic fields. [NCERT, Board Term I Set (47), 2012]","Magnet, moving charges, electric current. (Any two) ½+½ ","1 3 . 3 FORCE ON A CURRENT CURRENT-- C ARRYING CONDUCTOR IN A MAGNETIC FIELD We have learnt that an electric current flowing through a conductor produces a magnetic field. The field so produced exerts a force on a magnet placed in the vicinity of the conductor. French scientist Andre Marie Ampere (1775–1836) suggested that the magnet must also exert an equal and opposite force on the current-carrying conductor. The force due to a magnetic field acting on a current-carrying conductor can be demonstrated through the following activity.
 "
State the effect of a magnetic field on the path of a moving charged particle. ,It can deflect the path of the charged particle. ,"A positively-charged particle (alpha-particle) projected towards west is deflected towards north by a magnetic field. The direction of magnetic field is
 "
State the observation made by Oersted on the basis of his experiment with current carrying conductors. ,The strength of the magnetic field increases. ,"Magnetic Effects of Electric Current
 "
State the conclusions that can be drawn from the observation that a current carrying wire deflects a magnetic needle placed near it. ,A magnetic field exists around it. ,"A magnetic field exists in the region surrounding a magnet, in which the force of the magnet can be detected.
 "
Meena draws magnetic field lines of field close to axis of a current carrying circular loop. As she moves away from the centre of the circular loop she observes that the lines keep on diverging. How will you explain her observation. ,Strength of the magnetic field falls as distance increases. This is indicated by the decrease in degree of closeness of the lines of field.,"Magnetic field is a quantity that has both direction and magnitude. The direction of the magnetic field is taken to be the direction in which a north pole of the compass needle moves inside it. Therefore it is taken by convention that the field lines emerge from north pole and merge at the south pole (note the arrows marked on the field lines in Fig. 13.4). Inside the magnet, the direction of field lines is from its south pole to its north pole. Thus the magnetic field lines are closed curves. The relative strength of the magnetic field is shown by the degree of closeness of the field lines. The field is stronger, that is, the force acting on the pole of another magnet placed is greater where the field lines are crowded (see Fig. 13.4). No two field-lines are found to cross each other. If they did, it would mean that at the point of intersection, the compass needle would point towards two directions, which is not possible.
 "
Name the physical quantities which are indicated by the direction of thumb and forefinger in the Fleming’s right hand rule. ,Direction of motion of the conductor and direction of field.  1,"(b) Figure 13.6 (a) A pattern of concentric circles indicating the field lines of a magnetic field around a straight conducting wire. The arrows in the circles show the direction of the field lines. (b) A close up of the pattern obtained.
 What happens to the deflection of the compass needle placed at a given point if the current in the copper wire is changed? To see this, vary the current in the wire. We find that the deflection in the needle also changes. In fact, if the current is increased, the deflection also increases. It indicates that the magnitude of the magnetic field produced at a given point increases as the current through the wire increases. What happens to the deflection of the needle if the compass is moved away from the copper wire but the current through the wire remains the same? To see this, now place the compass at a farther point from the conducting wire (say at point Q). What change do you observe? We see that the deflection in the needle decreases. Thus the magnetic field produced by a given current in the conductor decreases as the distance from it increases. From Fig. 13.6, it can be noticed that the concentric circles representing the magnetic field around a current-carrying straight wire become larger and larger as we move away from it.
 13.2.2 Right-Hand Thumb Rule A convenient way of finding the direction of magnetic field associated with a current-carrying conductor is given in Fig. 13.7.
 13.2.2 Right-Hand Thumb Rule A convenient way of finding the direction of magnetic field associated with a current-carrying conductor is given in Fig. 13.7.
 Imagine that you are holding a current-carrying straight conductor in your right hand such that the thumb points towards the direction of current. Then your fingers will wrap around the conductor in the direction of the field lines of the magnetic field, as shown in Fig. 13.7. This is known as the right-hand thumb rule*. Example 13.1 A current through a horizontal power line flows in east to west direction. What is the direction of magnetic field at a point directly below it and at a point directly above it?
 Figure 13.7 Right-hand thumb rule
 Solution The current is in the east-west direction. Applying the right-hand thumb rule, we get that the magnetic field (at any point below or above the wire) turns clockwise in a plane perpendicular to the wire, when viewed from the east end, and anti-clockwise, when viewed from the west end.
 "
The magnetic field in a given region is uniform. Draw a diagram to represent it. ,The angle between current carrying conductor and magnetic field is 90°. ,"the direction of force acting on the current-carrying rod gets reversed. It shows that the direction of the force on the conductor depends upon the direction of current and the direction of the magnetic field. Experiments have shown that the displacement of the rod is largest (or the magnitude of the force is the highest) when the direction of current is at right angles to the direction of the magnetic field. In such a condition we can use a simple rule to find the direction of the force on the conductor. In Activity 13.7, we considered the direction of the current and that of the magnetic field perpendicular to each other and found that the force is perpendicular to both of them. The three directions can be illustrated through a simple rule, called Fleming’s left-hand rule. According to this rule, stretch the thumb, forefinger and middle finger of your left hand such that they are mutually perpendicular (Fig. 13.13). If the first finger points in the direction of magnetic field and the second finger in the direction of current, then the Figure 13.13 thumb will point in the direction of motion or Fleming’s left-hand rule the force acting on the conductor. Devices that use current-carrying conductors and magnetic fields include electric motor, electric generator, loudspeakers, microphones and measuring instruments. In the next few sections we shall study about electric motors and generators. Example 13.2 An electron enters a magnetic field at right angles to it, as shown in Fig. 13.14. The direction of force acting on the electron will be (a) to the right. (b) to the left. (c) out of the page. (d) into the page.
 "
"How will the magnetic field intensity at the centre of a circular coil carrying current change, if the current through the coil is doubled and the radius of the coil is halved ? , when current I is doubled and radius R is halved, the magnetic field becomes four times the original field.","Magnetic field at centre of a coil, B ∝","Figure 13.9 Magnetic field produced by a currentcarrying circular coil.
 "
Suggest one way of discriminating a wire carrying current from a wire carrying no current. ,"Bring a magnetic needle near the wire, a current carrying wire will produce a deflection in the needle whereas a wire without a current will not. 1 ","What happens to the deflection of the compass needle placed at a given point if the current in the copper wire is changed? To see this, vary the current in the wire. We find that the deflection in the needle also changes. In fact, if the current is increased, the deflection also increases. It indicates that the magnitude of the magnetic field produced at a given point increases as the current through the wire increases. What happens to the deflection of the needle if the compass is moved away from the copper wire but the current through the wire remains the same? To see this, now place the compass at a farther point from the conducting wire (say at point Q). What change do you observe? We see that the deflection in the needle decreases. Thus the magnetic field produced by a given current in the conductor decreases as the distance from it increases. From Fig. 13.6, it can be noticed that the concentric circles representing the magnetic field around a current-carrying straight wire become larger and larger as we move away from it.
 "
A straight wire carrying electric current is moving out of plane of paper and is perpendicular to it. What is the direction and type of induced magnetic field ?,Induced magnetic field will be in the form of concentric circles in the plane of paper.,"producing induced current in a coil due to relative motion between a magnet and the coil.
 "
How can it be shown that magnetic field exists around a wire carrying current ?,"By using magnetic compass, that shows deflection.1 Uniform magnetic field inside a solenoid. ","Figure 13.10 Field lines of the magnetic field through and around a current carrying solenoid.
 "
State modern periodic law of classification of elements. ,It states “Properties of elements are periodic function of their atomic number.”,"Elements thus arranged show periodicity of properties including atomic size, valency or combining capacity and metallic and non-metallic character.
 "
Write the number of horizontal rows in the modern periodic table. What are these rows called ? ,There are seven horizontal rows in the modern periodic table. These rows are called periods.½ + ½,"Table 5.6 Modern Periodic Table
 As we can see, the Modern Periodic Table takes care of three limitations of Mendléev’s Periodic Table. The anomalous position of hydrogen can be discussed after we see what are the bases on which the position of an element in the Modern Periodic Table depends.
 5.3.1 Position of Elements in the Modern Periodic Table The Modern Periodic Table has 18 vertical columns known as ‘groups’ and 7 horizontal rows known as ‘periods’. Let us see what decides the placing of an element in a certain group and period.
 Elements in the Modern Periodic Table are arranged in 18 vertical columns called groups and 7 horizontal rows called periods.
 "
Write the number of vertical columns in the modern periodic table. What are these columns called ? ,There are 18 vertical columns in the modern periodic table and these are known as groups.,"Table 5.6 Modern Periodic Table
 As we can see, the Modern Periodic Table takes care of three limitations of Mendléev’s Periodic Table. The anomalous position of hydrogen can be discussed after we see what are the bases on which the position of an element in the Modern Periodic Table depends.
 5.3.1 Position of Elements in the Modern Periodic Table The Modern Periodic Table has 18 vertical columns known as ‘groups’ and 7 horizontal rows known as ‘periods’. Let us see what decides the placing of an element in a certain group and period.
 Elements in the Modern Periodic Table are arranged in 18 vertical columns called groups and 7 horizontal rows called periods.
 "
Write the total number of periods in modern periodic table.  (),The total number of periods in modern periodic table is seven.  1,"Table 5.6 Modern Periodic Table
 As we can see, the Modern Periodic Table takes care of three limitations of Mendléev’s Periodic Table. The anomalous position of hydrogen can be discussed after we see what are the bases on which the position of an element in the Modern Periodic Table depends.
 5.3.1 Position of Elements in the Modern Periodic Table The Modern Periodic Table has 18 vertical columns known as ‘groups’ and 7 horizontal rows known as ‘periods’. Let us see what decides the placing of an element in a certain group and period.
 Elements in the Modern Periodic Table are arranged in 18 vertical columns called groups and 7 horizontal rows called periods.
 "
Write down three Dobereiner’s triad. elements,"Lithium, Sodium, Potassium. that show ","Potassium Sodium Calcium Magnesium Aluminium Zinc Iron Lead [Hydrogen] Copper Mercury Silver Gold
 "
Why was the system of classification of elements into triads not found suitable ? ,It is because all the elements discovered at that time could not be classified into triads.,"5.1 MAKING ORDER OUT OF CHA Y EARLY CHAOS OS – EARL ATION OF ASSIFICA ATT THE CL ASSIFIC ATTEMPTS A ELEMENTS We have been learning how various things or living beings can be classified on the basis of their properties. Even in other situations, we come across instances of organisation based on some properties. For example, in a shop, soaps are kept together at one place while biscuits are kept together elsewhere. Even among soaps, bathing soaps are stacked separately from washing soaps. Similarly, scientists made several attempts to classify elements according to their properties and obtain an orderly arrangement out of chaos. The earliest attempt to classify the elements resulted in grouping the then known elements as metals and non-metals. Later further classifications were tried out as our knowledge of elements and their properties increased.
 "
Write down two drawbacks of Newlands law of Octaves. ,(i) The Law was applicable to elements up to Calcium (Ca) only. (ii) Properties of new discovered elements did not fit into the law of octave.,"5.1.2 Newlands’ Law of Octaves The attempts of Döbereiner encouraged other chemists to correlate the properties of elements with their atomic masses. In 1866, John Newlands, an English scientist, arranged the then known elements in the order of increasing atomic masses. He started with the element having the lowest atomic mass (hydrogen) and ended at thorium which was the 56th element. He found that every eighth element had properties similar to that of the first. He compared this to the octaves found in music. Therefore, he called it the ‘Law of Octaves’. It is known as ‘Newlands’ Law of Octaves’. In Newlands’ Octaves, the properties of lithium and sodium were found to be the same. Sodium is the eighth element after lithium. Similarly, beryllium and magnesium resemble each other. A part of the original form of Newlands’ Octaves is given in Table 5.3.
 "
What was the need for classification of elements ? ,"To make the study of these elements easy, these elements have been divided into few groups in such was that elements in the same group have similar properties.","We have discussed the major attempts made for classifying elements. Find out (from the internet or library) about other attempts to classify elements. We have studied the long form of the Periodic Table. The Modern Periodic Law has been used to arrange elements in other ways too. Find out what are these.
 "
