question,answer,context_1,context_2,context_3,context_4,context_5
Q. 13 ‘Laterite’ has been derived from which word and what is its meaning ?,Ans. It has been derived from `Later’ a latin word which means brick.,"Laterite has been derived from the Latin word ‘later’ which means brick. The laterite soil develops under tropical and subtropical climate with alternate wet and dry season. This soil is the result of intense leaching due to heavy rain. Lateritic soils are mostly deep to very deep, acidic (pH<6.0), generally deficient in plant nutrients and occur mostly in southern states, Western Ghats region of Maharashtra, Odisha, some parts of West Bengal and North-east regions. Where these soils support deciduous and evergreen forests, it is humus rich, but under sparse
","S
","S
","S
","S
"
Q. 14. Which state has the largest area under black soil ?,Ans. Maharashtra.,"(b) Maharashtra
","(b) Maharashtra
","IN INDIA
","India
","India has one of the largest telecom networks in Asia. Excluding urban places more than two-thirds of the villages in India have already been covered with Subscriber Trunk Dialling (STD) telephone facility. In order to strengthen the flow of information from the grassroot to the higher level, the government has made special provision to extend twenty-four hours STD facility to every village in the country. There is a uniform rate of STD facilities all over India. It has been made possible by integrating the development in space technology with communication technology. Mass communication provides entertainment and creates awareness among people about various national programmes and policies. It includes radio, television, newspapers, magazines, books and films. All India Radio (Akashwani) broadcasts a variety of programmes in national, regional and local languages for various categories of people, spread over different parts of the country. Doordarshan, the national television channel 88
"
Q. 15. What are the methods of checking soil erosion ?,"Ans. Strip cropping, terrace farming and contour ploughing.","soil is washed away. This is known as sheet erosion. Wind blows loose soil off flat or sloping land known as wind erosion. Soil erosion is also caused due to defective methods of farming. Ploughing in a wrong way i.e. up and down the slope form channels for the quick flow of water leading to soil erosion. Ploughing along the contour lines can decelerate the flow of water down the slopes. This is called contour ploughing. Steps can be cut out on the slopes making terraces. Terrace cultivation restricts erosion. Western and central Himalayas have well developed terrace farming. Large fields can be divided into strips. Strips of grass are left to grow between the crops. This breaks up the force of the wind. This method is known as strip cropping. Planting lines of trees to create shelter also works in a similar way. Rows of such trees are called shelter belts. These shelter belts have contributed significantly to the stabilisation of sand dunes and in stabilising the desert in western India.
","Alluvial Soils
","Cultivation
","AGRICULTURE
","AGRICULTURE
"
Q. 16. Gully erosion is common in which basin ?,Ans. Chambal Basin.,"Source: S. Sharma, quoted in In the Belly of the River. Tribal conflicts over development in Narmada valley, A. Baviskar, 1995.
","Fig. 5.5: Copper mines at Malanjkhand
","Sardar Sarovar Dam has been built over the Narmada River in Gujarat. This is one of the largest water resource projects of India covering four states—Maharashtra, Madhya Pradesh, Gujarat and Rajasthan. The Sardar Sarovar project would meet the requirement of water in drought-prone and desert areas of Gujarat (9,490 villages and 173 towns) and Rajasthan (124 villages). Source: http://www.sardarsarovardam.org/ project.aspx
","industries. The Balaghat mines in Madhya Pradesh, Khetri mines in Rajasthan and Singhbhum district of Jharkhand are leading producers of copper.
","flow and its sediment flow. (c) In Gujarat, the Sabarmati basin farmers were not agitated when higher
"
Q. 1. At which level of government in India 1/3 of seats are reserved for women ? ,Ans. Local self Government bodies.,"A. Community government
","The local government structure goes right up to the district level. A few gram panchayats are grouped together to form what is usually called a panchayat samiti or block or mandal. The members of this representative body are elected by all the panchyat members in that area. All the panchayat samitis or mandals in a district together
","A. National Democratic Alliance
","villages and municipalities in urban areas were set up in all the States. But these were directly under the control of state governments. Elections to these local governments were not held regularly. Local governments did not have any powers or resources of their own. Thus, there was very little decentralisation in effective terms. A major step towards decentralisation was taken in 1992. The Constitution was amended to make the third-tier of democracy more powerful and effective. l Now it is constitutionally mandatory to hold regular elections to local government bodies. l Seats are reserved in the elected bodies and the executive heads of these institutions for the Scheduled Castes, Scheduled Tribes and Other Backward Classes. l At least one-third of all positions are reserved for women. l An independent institution called the State Election Commission has been created in each State to conduct panchayat and municipal elections. l The State governments are required to share some powers and revenue with local government bodies. The nature of sharing varies from State to State. Rural local g overnment is popularly known by the name panchayati raj. Each village, or a group of villages in some States, has a gram panchayat. This is a council consisting of several ward members, often called panch, and a president or sarpanch. They are directly elected by all the adult population living in that ward
","Organisations that seek to promote the interests of a particular section or group
"
Q. 2. By what term is now the person known who believes in equal rights and opportunities for women.  		Define a feminist ? ,Ans. Feminism : The movement concerned with the empowerment of women and giving women equal status in the society as men.,"Feminist: A woman or a man who believes in equal rights and opportunities for women and men.
","their educational and career opportunities. More radical women’s movements aimed at equality in personal and family life as well. These movements are called FEMINIST movements.
","Women
","dominated, PATRIARCHAL society. Women face disadvantage, discrimination and oppression in various ways:
","A person who believes in equal rights and opportunities for women and men A person who says that religion is the principal basis of community
"
Q. 3. In which constitutional institution have seats been reserved for women ? ,Ans. Panchayats and Municipalities.,"The local government structure goes right up to the district level. A few gram panchayats are grouped together to form what is usually called a panchayat samiti or block or mandal. The members of this representative body are elected by all the panchyat members in that area. All the panchayat samitis or mandals in a district together
","villages and municipalities in urban areas were set up in all the States. But these were directly under the control of state governments. Elections to these local governments were not held regularly. Local governments did not have any powers or resources of their own. Thus, there was very little decentralisation in effective terms. A major step towards decentralisation was taken in 1992. The Constitution was amended to make the third-tier of democracy more powerful and effective. l Now it is constitutionally mandatory to hold regular elections to local government bodies. l Seats are reserved in the elected bodies and the executive heads of these institutions for the Scheduled Castes, Scheduled Tribes and Other Backward Classes. l At least one-third of all positions are reserved for women. l An independent institution called the State Election Commission has been created in each State to conduct panchayat and municipal elections. l The State governments are required to share some powers and revenue with local government bodies. The nature of sharing varies from State to State. Rural local g overnment is popularly known by the name panchayati raj. Each village, or a group of villages in some States, has a gram panchayat. This is a council consisting of several ward members, often called panch, and a president or sarpanch. They are directly elected by all the adult population living in that ward
","Find out about the local government in the village or town you live in. If you live in a village, find out the names of the following: your panch or ward member, your sarpanch, your panchayat samiti, the chairperson of your zilla parishad. Also find out when did the last meeting of the gram sabha take place and how many people took part in that. If you live in urban areas, find out the name of your municipal councillor, and the municipal chairperson or mayor. Also find out about the budget of your municipal corporation, municipality and the major items on which money was spent.
","A. Community government
","constitute the zilla (district) parishad. Most members of the zilla parishad are elected. Members of the Lok Sabha and MLAs of that district and some other officials of other district level bodies are also its members. Zilla parishad chairperson is the political head of the zilla parishad. Similarly, local government bodies exist for urban areas as well. Municipalities are set up in towns. Big cities are constituted into municipal corporations. Both municipalities and municipal corporations are controlled by elected bodies consisting of people’s representatives. Municipal chairperson is the political head of the municipality. In a municipal corporation such an officer is called the mayor.
"
Q. 4. The concept of patriarchy refers to which system ?,Ans. A system that values men more than women. 1 mark each,"Feminist: A woman or a man who believes in equal rights and opportunities for women and men.
","Women
","principle. This has been achieved in various degrees in various democracies. For societies which have been built for long on the basis of subordination and domination, it is not a simple matter to recognize that all individuals are equal. Take the case of dignity of women. Most societies across the world were historically male dominated societies. Long struggles by women have created some sensitivity today that respect to and
","Men
","A person who believes in equal rights and opportunities for women and men A person who says that religion is the principal basis of community
"
Q. 5. What is the aim of ‘feminist movements’ ?,Ans. Equality with men.,"Men
","Gender and politics
","Liberal Gender Equality
","A person who believes in equal rights and opportunities for women and men A person who says that religion is the principal basis of community
","Political expression of gender division and political mobilisation on this
"
"Q. 6. According to the 2001 census, what was the sex ratio in India ?",Ans. 1000 males over 933 females.,"l The literacy rate among women is only 54 per cent compared with 76 per cent among men. Similarly, a smaller
","93
","93
","Proportion of speakers (%) 1.26 8.03 0.12 0.21 4.58 43.63 3.61 0.56 0.19 1.12 2.88 0.15 6.86 0.24 3.10 2.74 N 0.61 0.23 5.70 6.70 4.19
","92
"
Q. 7. In which country is the participation of women in public life very high ?,Ans. Sweden.,"Scandinavian countries such as Sweden, Norway and Finland, the participation of women in public life is very high.
","Nordic countries
","© Orion / Juska Rantanen flickr.com
","Austria
","(d) Netherlands
"
Q. 8. What is the literacy rate amount the Indian women ?,Ans. 54%.,"In %
","Proportion of speakers (%) 1.26 8.03 0.12 0.21 4.58 43.63 3.61 0.56 0.19 1.12 2.88 0.15 6.86 0.24 3.10 2.74 N 0.61 0.23 5.70 6.70 4.19
","% share of national income Top 20 % Bottom 20 % South Africa 64.8 2.9 Brazil 63.0 2.6 Russia 53.7 4.4 USA 50.0 4.0 United Kingdom 45.0 6.0 Denmark 34.5 9.6 Hungary 34.4 10.0
","Women in national parliaments in different regions of the world (in%) World Average
","A. National Democratic Alliance
"
Q. 9. What do you mean by a patriarchal society ?,Ans. A male dominated society.,"Men
","Why not? If politics is about power, then surely male dominance in the household should be considered political.
","dominated, PATRIARCHAL society. Women face disadvantage, discrimination and oppression in various ways:
","Gender and politics
","Homogeneous society: A society that has similar kinds of people, especially where there are no significant ethnic differences. Migrant: Anybody who shifts from one region or country to another region within a country or to another country, usually for work or other economic opportunities.
"
Q. 10. Name the group of countries in which participation of women in public life is very high.,"Ans. Sweden, Norway and Finland.","Nordic countries
","Scandinavian countries such as Sweden, Norway and Finland, the participation of women in public life is very high.
","Name of the Countries
","Austria
","Belgium and Sri Lanka
"
Q. 11. How much representation do local governments provide for women in India ?,Ans. Women have one-third seats reserved in local selfgovernment bodies.,"Women’s political representation
","Women in national parliaments in different regions of the world (in%) World Average
","One way to solve this problem is to make it legally binding to have a fair proportion of women in the elected bodies. This is what the Panchayati Raj has done in India. Onethird of seats in local government bodies – in panchayats and municipalities – are now reserved for women. Now there are more than 10 lakh elected women representatives in rural and urban local bodies.
","Women
","similar reservation of at least onethird of seats in the Lok Sabha and State Assemblies for women. A bill with this proposal has been pending before the Parliament for more than a decade. But there is no consensus over this among all the political parties. The bill has not been passed.
"
Q. 1. Which type of powers does the community government of Belgium enjoy ? ,"Ans. This government has the power regarding culture, education and language related issues.","Apart from the Central and the State Government, there is a third kind of government. This ‘community government’ is elected by people belonging to one language community – Dutch, French and German-speaking – no matter where they live. This government has the power regarding cultural, educational and language-related issues.
","Language policy
","When the demand for the formation of States on the basis of language was raised, some national leaders feared that it would lead to the disintegration of the country. The Central Government resisted linguistic States for some time. But the experience has shown that the formation of linguistic States has actually made the country, more united. It has also made administration easier.
","l Constitution prescribes that the number of Dutch and French-speaking ministers shall be equal in the central government. Some special laws require the support of majority of members from each linguistic group. Thus, no
","the government of the needs and concerns of ordinary citizens. Even the sectional interest groups play a valuable role. Where different groups function actively, no one single group can achieve dominance over society. If one group brings pressure on government to make policies in its favour, another will bring counter pressure not to make policies in the way the first group desires. The government gets to hear about what different sections of the population want. This leads to a rough balance of power and accommodation of conflicting interests.
"
Q. 2. What is the Prudential reason behind power sharing ? 			  Or 		Why power sharing is good for democracies ?,Ans. It reduces the possibility of conflict between social groups.,"Thus, two different sets of reasons can be given in favour of power sharing. Firstly, power sharing is good because it helps to reduce the possibility of conflict between social groups. Since social conflict often leads to violence and political instability, power sharing is a good way to ensure the stability of political order. Imposing the will of majority community over others may look like an attractive option in the short run, but in the long run it undermines the unity of the nation. Tyranny of the majority is not just
","Reduction of inequality and poverty
","reduces conflict among different communities decreases the possibility of arbitrariness delays decision making process accommodates diversities increases instability and divisiveness promotes people’s participation in government undermines the unity of a country
","Struggles launched for the resolution of a social problem with or without an organisational structure
","Power shared by different social groups
"
"Q. 3. Which system of power sharing is called, ‘Checks and Balances’ ?",Ans. Horizontal distribution of powers.,"power should be distributed among as many citizens as possible. In modern democracies, power sharing arrangements can take many forms. Let us look at some of the most common arrangements that we have or will come across. 1 Power is shared among different organs of government, such as the legislature, executive and judiciary. Let us call this horizontal distribution of power because it allows different organs of government placed at the same level to exercise different powers. Such a separation ensures that none of the organs can exercise unlimited power. Each organ checks the others. This results in a balance of power among various institutions. Last year, we studied that in a democracy, even though ministers and government officials exercise power, they are responsible to the Parliament or State Assemblies. Similarly, although judges are appointed by the executive, they can check the functioning of executive or laws made by the legislatures. This arrangement is called a system of checks and balances. 2 Power can be shared among governments at different levels – a general government for the entire countr y and governments at the provincial or regional level. Such a general government for the entire countr y is usually called federal government. In India, we refer to it as the Central or Union Government. The governments at the provincial or regional level are called by different names in different countries. In India,
","Power shared among governments at different levels B. Separation of powers
","Power shared by different social groups
","In some countries, power usually changes between two main parties. Several other parties may exist, contest elections and win a few seats in the national legislatures. But only the two main parties have a serious chance of winning majority of seats to form government. Such a party system is called two-party system. The United States of America and the United Kingdom are examples of two-party system. If several parties compete for power, and more than two parties have a reasonable chance of coming to power either on their own strength or in alliance with others, we call it a multiparty system. Thus in India, we have a multiparty system. In this system, the government is formed by various parties coming together in a
","Political expression of gender division and political mobilisation on this
"
"Q. 1. According to the census of India, 2001, what is the population percentage of scheduled castes ?",Ans. 16.2%.,"In %
","Proportion of speakers (%) 1.26 8.03 0.12 0.21 4.58 43.63 3.61 0.56 0.19 1.12 2.88 0.15 6.86 0.24 3.10 2.74 N 0.61 0.23 5.70 6.70 4.19
","% share of national income Top 20 % Bottom 20 % South Africa 64.8 2.9 Brazil 63.0 2.6 Russia 53.7 4.4 USA 50.0 4.0 United Kingdom 45.0 6.0 Denmark 34.5 9.6 Hungary 34.4 10.0
","Women in national parliaments in different regions of the world (in%) World Average
","Others 2% Others include Buddhist 0.7% Jain 0.4% Other Religions and Persuasions 0.7% Religion not stated 0.2% Source: Census of India, 2011
"
Q. 2. Which division is unique to India ?,Ans. Caste division.,"Hindu Upper Castes
","The same is true of the major caste groups. The Census of India counts two social groups: the Scheduled Castes and the Scheduled Tribes. Both these broad groups include hundreds of castes or tribes whose names are listed in an official Schedule. Hence the prefix ‘Scheduled’ in their name. The Scheduled Castes, commonly known as Dalits, include those that were previously regarded as ‘outcaste’ in the Hindu social order and were subjected to exclusion and untouchability. The Scheduled Tribes, often referred to as Adivasis, include those communities that led a secluded life usually in hills and forests and did not interact much with the rest of society. In 2011, the Scheduled Castes were 16.6 per cent and the Scheduled Tribes were 8.6 per cent Population of different religious of the country’s population. The Census does not yet count the Other Backward Classes, the group we discussed in class IX. Hence there are some differences about their proportion in the country’s population. The National Sample Survey of 2004-05 estimates their population to be around 41 per cent. Thus the SC, ST and the OBC together account for about two-thirds of the country’s population and about three-fourths of the Hindu population.
","Caste and politics
","Public/private division
","Caste inequalities
"
Q. 3. What does caste hierarchy mean ?,Ans. A ladder like formation in which all caste groups are placed from the highest to the lowest.,"Hindu Upper Castes
","Other Upper Castes
","Urbanisation: Shift of population from rural areas to urban areas. Occupational mobility: Shift from one occupation to another, usually when a new generation takes up occupations other than those practiced by their ancestors. Caste hierarchy: A ladder like formation in which all the caste groups are placed from the ‘highest’ to the ‘lowest’ castes.
","Scheduled Castes
","The same is true of the major caste groups. The Census of India counts two social groups: the Scheduled Castes and the Scheduled Tribes. Both these broad groups include hundreds of castes or tribes whose names are listed in an official Schedule. Hence the prefix ‘Scheduled’ in their name. The Scheduled Castes, commonly known as Dalits, include those that were previously regarded as ‘outcaste’ in the Hindu social order and were subjected to exclusion and untouchability. The Scheduled Tribes, often referred to as Adivasis, include those communities that led a secluded life usually in hills and forests and did not interact much with the rest of society. In 2011, the Scheduled Castes were 16.6 per cent and the Scheduled Tribes were 8.6 per cent Population of different religious of the country’s population. The Census does not yet count the Other Backward Classes, the group we discussed in class IX. Hence there are some differences about their proportion in the country’s population. The National Sample Survey of 2004-05 estimates their population to be around 41 per cent. Thus the SC, ST and the OBC together account for about two-thirds of the country’s population and about three-fourths of the Hindu population.
"
Q. 1. What status has been given to Hindi by the Constitution of India ?  1 mark each,Ans. Official language of the country.  1,"A second test for Indian federation is the language policy. Our Constitution did not give the status of national language to any one language. Hindi was identified as the official language. But Hindi is the mother tongue of only about 40 per cent of Indians. Therefore, there were many safeguards to protect other languages. Besides Hindi, there are 21 other languages recognised as Scheduled Languages by the Constitution. A candidate in an examination conducted for the Central Government positions may opt to take the examination in any of these languages. States too have their own official languages. Much of the government work takes place in the official language of the concerned State.
","Assamese Bengali Bodo Dogri Gujarati Hindi Kannada Kashmiri Konkani A look at the enclosed table Maithili makes it clear that no one Malayalam language is the mother tongue of the majority of our population. Manipuri The largest language, Hindi, is the Marathi mother tongue of only about 44 Nepali per cent Indians. If we add to that Odia all those who knew Hindi as their Punjabi second or third language, the total Sanskrit number was still less than 50 per Santali cent in 2011. As for English, only 0.02 per cent Indians recorded it Sindhi as their mother tongue. Another 11 Tamil per cent knew it as a second or Telugu third language. Urdu Read this table carefully, but you need not memorise it. Just do the following:
","Language policy
","In 1956, an Act was passed to recognise Sinhala as the only official language, thus disregarding Tamil. The governments followed preferential policies that favoured Sinhala applicants for university positions and government jobs. A new constitution stipulated that the state shall protect and foster Buddhism. All these government measures, coming one after the other, gradually increased the feeling of alienation among the Sri Lankan Tamils. They felt that none of the major political parties led by the Buddhist Sinhala leaders was sensitive to their language and culture. They felt that the constitution and
","between the Sinhala and Tamil communities strained over time. The Sri Lankan Tamils launched parties and struggles for the recognition of Tamil as an official language, for regional autonomy and equality of opportunity in securing education and jobs. But their demand for more autonomy to provinces populated by the Tamils was repeatedly denied. By 1980s several political organisations were formed demanding an independent Tamil Eelam (state) in northern and eastern parts of Sri Lanka.
"
Q. 2. Much of the official work in Indian states is done in which language ? ,Ans. Hindi.,"Assamese Bengali Bodo Dogri Gujarati Hindi Kannada Kashmiri Konkani A look at the enclosed table Maithili makes it clear that no one Malayalam language is the mother tongue of the majority of our population. Manipuri The largest language, Hindi, is the Marathi mother tongue of only about 44 Nepali per cent Indians. If we add to that Odia all those who knew Hindi as their Punjabi second or third language, the total Sanskrit number was still less than 50 per Santali cent in 2011. As for English, only 0.02 per cent Indians recorded it Sindhi as their mother tongue. Another 11 Tamil per cent knew it as a second or Telugu third language. Urdu Read this table carefully, but you need not memorise it. Just do the following:
","Why Hindi? Why not Bangla or Telugu?
","A second test for Indian federation is the language policy. Our Constitution did not give the status of national language to any one language. Hindi was identified as the official language. But Hindi is the mother tongue of only about 40 per cent of Indians. Therefore, there were many safeguards to protect other languages. Besides Hindi, there are 21 other languages recognised as Scheduled Languages by the Constitution. A candidate in an examination conducted for the Central Government positions may opt to take the examination in any of these languages. States too have their own official languages. Much of the government work takes place in the official language of the concerned State.
","Unlike Sri Lanka, the leaders of our country adopted a ver y cautious attitude in spreading the use of Hindi. According to the Constitution, the use of English for official purposes was to stop in 1965. However, many nonHindi speaking States demanded that the use of English continue. In Tamil Nadu, this movement took a violent for m. The Central Gover nment responded by agreeing to continue the use of English along with Hindi for official purposes. Many critics think that this solution favoured the Englishspeaking elite. Promotion of Hindi
","© Ajith Ninan - The Times of India
"
Q. 3. What is the official post for the chairperson of a Municipal Corporation ? ,Ans. Mayor.,"List II A. Prime Minister B. Sarpanch C. Governor D. Mayor
","A. Community government
","Urban
","D e m o c ratic Politics
","D e m o c ratic Politics
"
Q. 4. Which local body has a ‘Mayor’ as its head ? ,Ans. Municipal Corporation.,"B. Asom Gana Parishad
","constitute the zilla (district) parishad. Most members of the zilla parishad are elected. Members of the Lok Sabha and MLAs of that district and some other officials of other district level bodies are also its members. Zilla parishad chairperson is the political head of the zilla parishad. Similarly, local government bodies exist for urban areas as well. Municipalities are set up in towns. Big cities are constituted into municipal corporations. Both municipalities and municipal corporations are controlled by elected bodies consisting of people’s representatives. Municipal chairperson is the political head of the municipality. In a municipal corporation such an officer is called the mayor.
","Urban
","Find out about the local government in the village or town you live in. If you live in a village, find out the names of the following: your panch or ward member, your sarpanch, your panchayat samiti, the chairperson of your zilla parishad. Also find out when did the last meeting of the gram sabha take place and how many people took part in that. If you live in urban areas, find out the name of your municipal councillor, and the municipal chairperson or mayor. Also find out about the budget of your municipal corporation, municipality and the major items on which money was spent.
","Listen to one national and one regional news bulletin broadcast by All India Radio daily for one week. Make a list of news items related to government policies or decisions by classifying these into the following categories: l News items that relate only to the Central Government, l News items that relate only to your or any other State Government, l News items about the relationship between the Central and State Governments.
"
Q. 5. Much of the official work in Indian States is done in which language ? ,Ans. Official language of the concerned state.,"A second test for Indian federation is the language policy. Our Constitution did not give the status of national language to any one language. Hindi was identified as the official language. But Hindi is the mother tongue of only about 40 per cent of Indians. Therefore, there were many safeguards to protect other languages. Besides Hindi, there are 21 other languages recognised as Scheduled Languages by the Constitution. A candidate in an examination conducted for the Central Government positions may opt to take the examination in any of these languages. States too have their own official languages. Much of the government work takes place in the official language of the concerned State.
","Language policy
","Assamese Bengali Bodo Dogri Gujarati Hindi Kannada Kashmiri Konkani A look at the enclosed table Maithili makes it clear that no one Malayalam language is the mother tongue of the majority of our population. Manipuri The largest language, Hindi, is the Marathi mother tongue of only about 44 Nepali per cent Indians. If we add to that Odia all those who knew Hindi as their Punjabi second or third language, the total Sanskrit number was still less than 50 per Santali cent in 2011. As for English, only 0.02 per cent Indians recorded it Sindhi as their mother tongue. Another 11 Tamil per cent knew it as a second or Telugu third language. Urdu Read this table carefully, but you need not memorise it. Just do the following:
","In 1956, an Act was passed to recognise Sinhala as the only official language, thus disregarding Tamil. The governments followed preferential policies that favoured Sinhala applicants for university positions and government jobs. A new constitution stipulated that the state shall protect and foster Buddhism. All these government measures, coming one after the other, gradually increased the feeling of alienation among the Sri Lankan Tamils. They felt that none of the major political parties led by the Buddhist Sinhala leaders was sensitive to their language and culture. They felt that the constitution and
","Scheduled Languages of India Language
"
Q. 6. By which name the rural local government is popularly known ?,Ans. Panchayati Raj.,"The local government structure goes right up to the district level. A few gram panchayats are grouped together to form what is usually called a panchayat samiti or block or mandal. The members of this representative body are elected by all the panchyat members in that area. All the panchayat samitis or mandals in a district together
","(b) India
","India?
","A. Community government
","India
"
Q. 7. Which state in India has a special status ?,Ans. Jammu and Kashmir.,"Sri Lanka India Pakistan Nepal
","Bosnia and Pakistan Herzegovina India
","India?
","Pakistan
","Sri Lanka Bangladesh India Nepal Pakistan
"
"Q. 8. How many other languages are recognised as Scheduled Languages by the constitution, besides Hindi ?",Ans. 21.,"23.7 19.8
","23.4
","18.6 15.6
","11.8
","11.7
"
Q. 9. The system of Panchyati Raj works at which levels ?,"Ans. The village, block and district levels.","The local government structure goes right up to the district level. A few gram panchayats are grouped together to form what is usually called a panchayat samiti or block or mandal. The members of this representative body are elected by all the panchyat members in that area. All the panchayat samitis or mandals in a district together
","Find out about the local government in the village or town you live in. If you live in a village, find out the names of the following: your panch or ward member, your sarpanch, your panchayat samiti, the chairperson of your zilla parishad. Also find out when did the last meeting of the gram sabha take place and how many people took part in that. If you live in urban areas, find out the name of your municipal councillor, and the municipal chairperson or mayor. Also find out about the budget of your municipal corporation, municipality and the major items on which money was spent.
","Listen to one national and one regional news bulletin broadcast by All India Radio daily for one week. Make a list of news items related to government policies or decisions by classifying these into the following categories: l News items that relate only to the Central Government, l News items that relate only to your or any other State Government, l News items about the relationship between the Central and State Governments.
","constitute the zilla (district) parishad. Most members of the zilla parishad are elected. Members of the Lok Sabha and MLAs of that district and some other officials of other district level bodies are also its members. Zilla parishad chairperson is the political head of the zilla parishad. Similarly, local government bodies exist for urban areas as well. Municipalities are set up in towns. Big cities are constituted into municipal corporations. Both municipalities and municipal corporations are controlled by elected bodies consisting of people’s representatives. Municipal chairperson is the political head of the municipality. In a municipal corporation such an officer is called the mayor.
","B. Asom Gana Parishad
"
Q. 10. Name the process where power is taken away from Central and State governments and given to local government.,Ans. Decentralization.,"Decentralisation in India
","Federalism, decentralisation
","Urbanisation: Shift of population from rural areas to urban areas. Occupational mobility: Shift from one occupation to another, usually when a new generation takes up occupations other than those practiced by their ancestors. Caste hierarchy: A ladder like formation in which all the caste groups are placed from the ‘highest’ to the ‘lowest’ castes.
","What do these newspaper clippings have to say about efforts of decentralisation in India?
","villages and municipalities in urban areas were set up in all the States. But these were directly under the control of state governments. Elections to these local governments were not held regularly. Local governments did not have any powers or resources of their own. Thus, there was very little decentralisation in effective terms. A major step towards decentralisation was taken in 1992. The Constitution was amended to make the third-tier of democracy more powerful and effective. l Now it is constitutionally mandatory to hold regular elections to local government bodies. l Seats are reserved in the elected bodies and the executive heads of these institutions for the Scheduled Castes, Scheduled Tribes and Other Backward Classes. l At least one-third of all positions are reserved for women. l An independent institution called the State Election Commission has been created in each State to conduct panchayat and municipal elections. l The State governments are required to share some powers and revenue with local government bodies. The nature of sharing varies from State to State. Rural local g overnment is popularly known by the name panchayati raj. Each village, or a group of villages in some States, has a gram panchayat. This is a council consisting of several ward members, often called panch, and a president or sarpanch. They are directly elected by all the adult population living in that ward
"
Q. 11. Which Indian state has its own constitution ?,Ans. Jammu and Kashmir.,"Sri Lanka India Pakistan Nepal
","Bosnia and Pakistan Herzegovina India
","India?
","Pakistan
","Sri Lanka Bangladesh India Nepal Pakistan
"
Q. 1. Which type of state is India ?,Ans. Secular.,"C. Secularist
","6. Mention any two constitutional provisions that make India a secular state.
","Understood in this sense, secularism is not just an ideology of some parties or persons. This idea constitutes one of the foundations of our country. Communalism should not be seen as a threat to some people in India. It threatens the very idea of India. That is why communalism needs to be combated. A secular Constitution like ours is necessary but not sufficient to combat communalism. Communal prejudices and propaganda need to be
","Secular state Communalism was and continues to be one of the major challenges to democracy in our country. The makers of our Constitution were aware of this challenge. That is why they chose the model of a secular state. This choice was reflected in several constitutional provisions that we studied last year: l There is no official religion for the Indian state. Unlike the status of Buddhism in Sri Lanka, that of Islam in Pakistan and that of Christianity in England, our Constitution does not give a special status to any religion.
","A person who does not discriminate others on the basis of religious beliefs
"
Q. 2. Communalism refers to a division based on which idea ?,Ans. Religion.,"Gender, Religion and Caste
","Religion, communalism and politics
","A person who does not discriminate others on the basis of religious beliefs
","A person who believes in equal rights and opportunities for women and men A person who says that religion is the principal basis of community
","l At the same time, the Constitution allows the state to intervene in the matters of religion in order to ensure equality within religious communities. For example, it bans untouchability.
"
Q. 3. On which idea is communal politics based ?,Ans. Religion.,"Gender, Religion and Caste
","Religion, communalism and politics
","A person who does not discriminate others on the basis of religious beliefs
","A person who believes in equal rights and opportunities for women and men A person who says that religion is the principal basis of community
","l At the same time, the Constitution allows the state to intervene in the matters of religion in order to ensure equality within religious communities. For example, it bans untouchability.
"
Q. 4. What do we call a person who does not discriminate against other on the basis of religious beliefs ?,Ans. Secular.,"C. Secularist
","6. Mention any two constitutional provisions that make India a secular state.
","Understood in this sense, secularism is not just an ideology of some parties or persons. This idea constitutes one of the foundations of our country. Communalism should not be seen as a threat to some people in India. It threatens the very idea of India. That is why communalism needs to be combated. A secular Constitution like ours is necessary but not sufficient to combat communalism. Communal prejudices and propaganda need to be
","Secular state Communalism was and continues to be one of the major challenges to democracy in our country. The makers of our Constitution were aware of this challenge. That is why they chose the model of a secular state. This choice was reflected in several constitutional provisions that we studied last year: l There is no official religion for the Indian state. Unlike the status of Buddhism in Sri Lanka, that of Islam in Pakistan and that of Christianity in England, our Constitution does not give a special status to any religion.
","A person who does not discriminate others on the basis of religious beliefs
"
Q. 5. Buddhism is the major religion of which country ?,Ans. Sri Lanka.,"Sri Lanka
","Belgium and Sri Lanka
","Sri Lanka India Pakistan Nepal
","Sri Lanka Bangladesh India Nepal Pakistan
","Sinhalese Sri Lankan Tamil Indian Tamil Muslim
"
Q. 6. Which feature is against the spirit of Indian secularism ?,Ans. The religious community in majority is given a prominent place in the government.,"the government of the needs and concerns of ordinary citizens. Even the sectional interest groups play a valuable role. Where different groups function actively, no one single group can achieve dominance over society. If one group brings pressure on government to make policies in its favour, another will bring counter pressure not to make policies in the way the first group desires. The government gets to hear about what different sections of the population want. This leads to a rough balance of power and accommodation of conflicting interests.
","But they do not seem very wrong or dangerous. Ideas, ideals and values drawn from different religions can and perhaps should play a role in politics. People should be able to express in politics their needs, interests and demands as a member of a religious community. Those who hold political power should sometimes be able to regulate the practice of religion so as to prevent discrimination and oppression. These political acts are not wrong as long as they treat every religion equally.
","A person who believes in equal rights and opportunities for women and men A person who says that religion is the principal basis of community
","Apart from the Central and the State Government, there is a third kind of government. This ‘community government’ is elected by people belonging to one language community – Dutch, French and German-speaking – no matter where they live. This government has the power regarding cultural, educational and language-related issues.
","l At the same time, the Constitution allows the state to intervene in the matters of religion in order to ensure equality within religious communities. For example, it bans untouchability.
"
